year,month,deaths,country,date,avg_deaths,excess_deaths,excess_deaths_prc,what_if_deaths,what_if_deaths_difference,what_if_deaths_sparkline
2020,1,8510.285714285714,Belgium,2020-01-01,8062.685714285714,447.59999999999945,5.551500031892946,104982,-127380,106147.61515269637
2020,2,9434.0,Belgium,2020-02-01,9857.928571428572,-423.92857142857247,-4.300381853620373,104982,-127380,104079.07462448646
2020,3,10491.42857142857,Belgium,2020-03-01,10525.285714285714,-33.85714285714312,-0.32167433527424,104982,-127380,104914.45996986848
2020,4,16036.857142857143,Belgium,2020-04-01,8842.892857142857,7193.964285714286,81.35306400216477,104982,-127380,122063.21473015053
2020,5,10245.428571428572,Belgium,2020-05-01,8847.107142857143,1398.3214285714294,15.805408547588204,104982,-127380,108300.56680028581
2020,6,8065.285714285714,Belgium,2020-06-01,8076.607142857143,-11.321428571429353,-0.1401755510844908,104982,-127380,104952.56818059209
2020,7,8007.571428571428,Belgium,2020-07-01,8573.214285714286,-565.6428571428578,-6.597792126640291,104982,-127380,103596.70117392209
2020,8,9875.57142857143,Belgium,2020-08-01,8401.071428571428,1474.5000000000018,17.551332738171173,104982,-127380,108667.14802703737
2020,9,8151.714285714286,Belgium,2020-09-01,8067.785714285714,83.92857142857247,1.0402925214034782,104982,-127380,105200.42397896395
2020,10,9485.285714285714,Belgium,2020-10-01,8767.464285714286,717.8214285714275,8.187332222625034,104982,-127380,106701.04502279124
2020,11,14370.857142857143,Belgium,2020-11-01,8810.75,5560.107142857143,63.10594606426403,104982,-127380,118231.97685943713
2020,12,12195.142857142857,Belgium,2020-12-01,8376.5,3818.642857142857,45.58757066964552,104982,-127380,114553.74868808145
2021,1,1470.2857142857142,Belgium,2021-01-01,8062.685714285714,-6592.4,-81.76431816409988,104982,-127380,87814.43670099293
2021,1,9729.0,Belgium,2021-01-01,8062.685714285714,1666.3142857142857,20.666987958638384,104982,-127380,109321.32345974755
2021,2,8952.0,Belgium,2021-02-01,9857.928571428572,-905.9285714285724,-9.189847186093871,104982,-127380,103052.462925419
2021,3,9336.142857142857,Belgium,2021-03-01,10525.285714285714,-1189.1428571428569,-11.297962729209928,104982,-127380,102609.83455352417
2021,4,9420.0,Belgium,2021-04-01,8842.892857142857,577.1071428571431,6.526225661447251,104982,-127380,106352.27244478012
2021,5,9262.42857142857,Belgium,2021-05-01,8847.107142857143,415.32142857142753,4.694431997545594,104982,-127380,105967.66171993266
2021,6,8155.714285714285,Belgium,2021-06-01,8076.607142857143,79.10714285714221,0.9794600809215246,104982,-127380,105187.65135643061
2021,7,8455.714285714286,Belgium,2021-07-01,8573.214285714286,-117.5,-1.370547802541137,104982,-127380,104694.23430118726
2021,8,8296.285714285714,Belgium,2021-08-01,8401.071428571428,-104.78571428571377,-1.2472898864940636,104982,-127380,104720.11402627216
2021,9,8295.714285714286,Belgium,2021-09-01,8067.785714285714,227.92857142857247,2.8251688815306157,104982,-127380,105575.1837590417
2021,10,9768.0,Belgium,2021-10-01,8767.464285714286,1000.5357142857138,11.411916623555427,104982,-127380,107378.09166194819
